.id,date,name,variable,value
rOpenSci,2011-07-26,karthikram,deletions,0
rOpenSci,2012-01-26,karthikram,deletions,2
rOpenSci,2012-01-26,karthikram,deletions,0
rOpenSci,2011-08-08,karthikram,deletions,0
rEWDB,2011-08-29,karthikram,additions,0
rEWDB,2011-08-29,karthikram,additions,2
rEWDB,2011-08-29,karthikram,deletions,0
rEWDB,2011-08-29,karthikram,deletions,0
rfishbase,2011-08-26,cboettig,additions,20
rfishbase,2012-06-27,cboettig,additions,331
rfishbase,2011-10-08,cboettig,additions,119
rfishbase,2011-10-21,cboettig,additions,118
rfishbase,2011-11-15,cboettig,additions,32
rfishbase,2012-04-19,cboettig,additions,122
rfishbase,2012-03-28,cboettig,additions,337
rfishbase,2012-04-18,cboettig,additions,117
rfishbase,2012-03-26,cboettig,additions,29
rfishbase,2011-10-12,cboettig,additions,26
rfishbase,2012-04-04,cboettig,additions,202
rfishbase,2012-03-27,cboettig,additions,0
rfishbase,2011-12-13,cboettig,additions,156
rfishbase,2012-04-03,cboettig,additions,389
rfishbase,2012-04-05,cboettig,additions,0
rfishbase,2011-10-21,cboettig,additions,18
rfishbase,2011-10-08,cboettig,additions,7
rfishbase,2011-08-23,cboettig,additions,13
rfishbase,2011-10-25,cboettig,additions,1
rfishbase,2012-07-02,cboettig,additions,9
rfishbase,2012-03-31,cboettig,additions,16
rfishbase,2012-04-16,cboettig,additions,223
rfishbase,2012-03-28,cboettig,additions,95
rfishbase,2011-09-02,cboettig,additions,51
rfishbase,2012-04-02,cboettig,additions,113
rfishbase,2011-09-01,cboettig,additions,5
rfishbase,2012-04-16,cboettig,additions,159
rfishbase,2012-04-18,cboettig,additions,20
rfishbase,2013-02-13,cboettig,additions,795
rfishbase,2012-04-16,cboettig,additions,27
rfishbase,2012-06-30,cboettig,additions,222
rfishbase,2011-08-22,cboettig,additions,16
rfishbase,2012-03-27,cboettig,additions,1704
rfishbase,2011-11-22,cboettig,additions,41
rfishbase,2011-09-01,cboettig,additions,15
rfishbase,2011-10-21,cboettig,additions,488
rfishbase,2013-02-14,cboettig,additions,10
rfishbase,2011-10-10,cboettig,additions,1
rfishbase,2012-03-27,cboettig,additions,60
rfishbase,2011-11-15,cboettig,additions,36
rfishbase,2012-03-28,cboettig,additions,175
rfishbase,2012-03-28,cboettig,additions,519
rfishbase,2013-02-13,cboettig,additions,1
rfishbase,2012-04-04,cboettig,additions,1
rfishbase,2012-03-31,cboettig,additions,76
rfishbase,2011-10-25,cboettig,additions,16
rfishbase,2012-04-06,cboettig,additions,4
rfishbase,2012-03-30,cboettig,additions,185
rfishbase,2012-04-05,cboettig,additions,12
rfishbase,2011-10-12,cboettig,additions,9
rfishbase,2012-05-14,cboettig,additions,10523
rfishbase,2012-04-04,cboettig,additions,34
rfishbase,2012-04-16,cboettig,additions,337
rfishbase,2012-04-06,cboettig,additions,65
rfishbase,2012-04-18,cboettig,additions,43
rfishbase,2012-07-02,cboettig,additions,9
rfishbase,2012-04-04,cboettig,additions,176
rfishbase,2012-04-16,cboettig,additions,100
rfishbase,2011-08-27,cboettig,additions,6
rfishbase,2012-05-14,cboettig,additions,33
rfishbase,2012-03-31,cboettig,additions,230
rfishbase,2012-03-27,cboettig,additions,87
rfishbase,2012-03-28,cboettig,additions,630
rfishbase,2012-03-28,cboettig,additions,16
rfishbase,2013-02-14,cboettig,additions,44
rfishbase,2012-04-05,cboettig,additions,403
rfishbase,2012-03-27,cboettig,additions,500
rfishbase,2012-04-16,cboettig,additions,64
rfishbase,2012-05-11,cboettig,additions,1403
rfishbase,2011-08-27,cboettig,additions,1
rfishbase,2012-03-20,cboettig,additions,68
rfishbase,2012-03-28,cboettig,additions,172
rfishbase,2012-08-22,cboettig,additions,1
rfishbase,2011-10-21,cboettig,additions,21
rfishbase,2011-10-07,cboettig,additions,7
rfishbase,2012-04-04,cboettig,additions,1
rfishbase,2012-04-05,cboettig,additions,202
rfishbase,2012-04-05,cboettig,additions,102
rfishbase,2011-09-02,cboettig,additions,19
rfishbase,2011-08-23,cboettig,additions,37
rfishbase,2011-08-23,cboettig,additions,1
rfishbase,2011-08-23,cboettig,additions,28
rfishbase,2012-03-27,cboettig,additions,1116
rfishbase,2011-11-22,cboettig,additions,32
rfishbase,2012-03-31,cboettig,additions,16
rfishbase,2012-08-13,cboettig,additions,1
rfishbase,2012-04-18,cboettig,additions,1
rfishbase,2012-01-22,cboettig,additions,6
rfishbase,2012-02-11,cboettig,additions,42
rfishbase,2011-11-22,cboettig,additions,36
rfishbase,2011-08-23,cboettig,additions,14
rfishbase,2012-04-18,cboettig,additions,31
rfishbase,2012-03-28,cboettig,additions,27
rfishbase,2012-08-10,cboettig,additions,4
rfishbase,2011-08-25,cboettig,additions,3
rfishbase,2011-08-26,cboettig,additions,104
rfishbase,2012-06-20,cboettig,additions,2
rfishbase,2012-08-22,cboettig,additions,13
rfishbase,2012-06-29,cboettig,additions,581
rfishbase,2011-08-27,cboettig,additions,4
rfishbase,2011-09-07,cboettig,additions,3
rfishbase,2012-03-28,cboettig,additions,25
rfishbase,2011-10-08,cboettig,additions,55
rfishbase,2011-08-23,cboettig,additions,51
rfishbase,2012-03-20,cboettig,additions,42
rfishbase,2011-08-23,cboettig,additions,25
rfishbase,2012-04-04,cboettig,additions,0
rfishbase,2012-04-07,cboettig,additions,24
rfishbase,2011-09-01,cboettig,additions,0
rfishbase,2012-03-27,cboettig,additions,83
rfishbase,2011-08-27,cboettig,additions,2
rfishbase,2011-09-02,cboettig,additions,1
rfishbase,2011-09-02,cboettig,additions,14
rfishbase,2011-09-01,cboettig,additions,76
rfishbase,2011-10-12,cboettig,additions,1
rfishbase,2011-08-27,cboettig,additions,1
rfishbase,2011-10-12,cboettig,additions,222
rfishbase,2011-11-22,cboettig,additions,145
rfishbase,2012-03-31,cboettig,additions,468
rfishbase,2011-09-01,cboettig,additions,29
rfishbase,2011-09-02,cboettig,additions,1
rfishbase,2013-02-13,cboettig,additions,8
rfishbase,2011-10-21,cboettig,additions,28
rfishbase,2012-04-02,cboettig,additions,22
rfishbase,2011-10-24,cboettig,additions,164
rfishbase,2012-04-18,cboettig,additions,1
rfishbase,2012-04-19,cboettig,additions,7
rfishbase,2011-08-27,cboettig,additions,5
rfishbase,2012-03-27,cboettig,additions,408
rfishbase,2012-04-09,cboettig,additions,180
rfishbase,2012-12-07,cboettig,additions,42
rfishbase,2011-11-22,cboettig,additions,0
rfishbase,2012-04-23,cboettig,additions,91
rfishbase,2012-05-14,cboettig,additions,14
rfishbase,2012-04-02,cboettig,additions,327
rfishbase,2011-10-21,cboettig,additions,128
rfishbase,2012-04-03,cboettig,additions,577
rfishbase,2012-01-22,cboettig,additions,10
rfishbase,2012-04-16,cboettig,additions,74
rfishbase,2011-10-10,cboettig,additions,167
rfishbase,2011-12-13,cboettig,additions,212
rfishbase,2011-08-26,cboettig,deletions,17
rfishbase,2012-06-27,cboettig,deletions,256
rfishbase,2011-10-08,cboettig,deletions,30
rfishbase,2011-10-21,cboettig,deletions,25
rfishbase,2011-11-15,cboettig,deletions,6
rfishbase,2012-04-19,cboettig,deletions,65
rfishbase,2012-03-28,cboettig,deletions,730
rfishbase,2012-04-18,cboettig,deletions,62
rfishbase,2012-03-26,cboettig,deletions,42
rfishbase,2011-10-12,cboettig,deletions,25
rfishbase,2012-04-04,cboettig,deletions,12
rfishbase,2012-03-27,cboettig,deletions,204
rfishbase,2011-12-13,cboettig,deletions,44
rfishbase,2012-04-03,cboettig,deletions,370
rfishbase,2012-04-05,cboettig,deletions,2
rfishbase,2011-10-21,cboettig,deletions,0
rfishbase,2011-10-08,cboettig,deletions,2
rfishbase,2011-08-23,cboettig,deletions,21
rfishbase,2011-10-25,cboettig,deletions,20
rfishbase,2012-07-02,cboettig,deletions,7
rfishbase,2012-03-31,cboettig,deletions,0
rfishbase,2012-04-16,cboettig,deletions,286
rfishbase,2012-03-28,cboettig,deletions,52
rfishbase,2011-09-02,cboettig,deletions,38
rfishbase,2012-04-02,cboettig,deletions,216
rfishbase,2011-09-01,cboettig,deletions,6
rfishbase,2012-04-16,cboettig,deletions,70
rfishbase,2012-04-18,cboettig,deletions,10
rfishbase,2013-02-13,cboettig,deletions,0
rfishbase,2012-04-16,cboettig,deletions,0
rfishbase,2012-06-30,cboettig,deletions,204
rfishbase,2011-08-22,cboettig,deletions,0
rfishbase,2012-03-27,cboettig,deletions,0
rfishbase,2011-11-22,cboettig,deletions,36
rfishbase,2011-09-01,cboettig,deletions,8
rfishbase,2011-10-21,cboettig,deletions,97
rfishbase,2013-02-14,cboettig,deletions,10530
rfishbase,2011-10-10,cboettig,deletions,25
rfishbase,2012-03-27,cboettig,deletions,53
rfishbase,2011-11-15,cboettig,deletions,41
rfishbase,2012-03-28,cboettig,deletions,86
rfishbase,2012-03-28,cboettig,deletions,96
rfishbase,2013-02-13,cboettig,deletions,1
rfishbase,2012-04-04,cboettig,deletions,1
rfishbase,2012-03-31,cboettig,deletions,71
rfishbase,2011-10-25,cboettig,deletions,4
rfishbase,2012-04-06,cboettig,deletions,0
rfishbase,2012-03-30,cboettig,deletions,30
rfishbase,2012-04-05,cboettig,deletions,12
rfishbase,2011-10-12,cboettig,deletions,7
rfishbase,2012-05-14,cboettig,deletions,149
rfishbase,2012-04-04,cboettig,deletions,215
rfishbase,2012-04-16,cboettig,deletions,101
rfishbase,2012-04-06,cboettig,deletions,29
rfishbase,2012-04-18,cboettig,deletions,0
rfishbase,2012-07-02,cboettig,deletions,9
rfishbase,2012-04-04,cboettig,deletions,126
rfishbase,2012-04-16,cboettig,deletions,307
rfishbase,2011-08-27,cboettig,deletions,9
rfishbase,2012-05-14,cboettig,deletions,38
rfishbase,2012-03-31,cboettig,deletions,236
rfishbase,2012-03-27,cboettig,deletions,587
rfishbase,2012-03-28,cboettig,deletions,1
rfishbase,2012-03-28,cboettig,deletions,49
rfishbase,2013-02-14,cboettig,deletions,19
rfishbase,2012-04-05,cboettig,deletions,535
rfishbase,2012-03-27,cboettig,deletions,19
rfishbase,2012-04-16,cboettig,deletions,323
rfishbase,2012-05-11,cboettig,deletions,280
rfishbase,2011-08-27,cboettig,deletions,2
rfishbase,2012-03-20,cboettig,deletions,40
rfishbase,2012-03-28,cboettig,deletions,126
rfishbase,2012-08-22,cboettig,deletions,2
rfishbase,2011-10-21,cboettig,deletions,19
rfishbase,2011-10-07,cboettig,deletions,0
rfishbase,2012-04-04,cboettig,deletions,0
rfishbase,2012-04-05,cboettig,deletions,29
rfishbase,2012-04-05,cboettig,deletions,82
rfishbase,2011-09-02,cboettig,deletions,26
rfishbase,2011-08-23,cboettig,deletions,4
rfishbase,2011-08-23,cboettig,deletions,1
rfishbase,2011-08-23,cboettig,deletions,0
rfishbase,2012-03-27,cboettig,deletions,177
rfishbase,2011-11-22,cboettig,deletions,6
rfishbase,2012-03-31,cboettig,deletions,0
rfishbase,2012-08-13,cboettig,deletions,1
rfishbase,2012-04-18,cboettig,deletions,0
rfishbase,2012-01-22,cboettig,deletions,5
rfishbase,2012-02-11,cboettig,deletions,0
rfishbase,2011-11-22,cboettig,deletions,41
rfishbase,2011-08-23,cboettig,deletions,0
rfishbase,2012-04-18,cboettig,deletions,14
rfishbase,2012-03-28,cboettig,deletions,0
rfishbase,2012-08-10,cboettig,deletions,3
rfishbase,2011-08-25,cboettig,deletions,3
rfishbase,2011-08-26,cboettig,deletions,45
rfishbase,2012-06-20,cboettig,deletions,0
rfishbase,2012-08-22,cboettig,deletions,4
rfishbase,2012-06-29,cboettig,deletions,1618
rfishbase,2011-08-27,cboettig,deletions,1
rfishbase,2011-09-07,cboettig,deletions,1
rfishbase,2012-03-28,cboettig,deletions,487
rfishbase,2011-10-08,cboettig,deletions,0
rfishbase,2011-08-23,cboettig,deletions,12
rfishbase,2012-03-20,cboettig,deletions,0
rfishbase,2011-08-23,cboettig,deletions,5
rfishbase,2012-04-04,cboettig,deletions,17
rfishbase,2012-04-07,cboettig,deletions,25
rfishbase,2011-09-01,cboettig,deletions,0
rfishbase,2012-03-27,cboettig,deletions,13
rfishbase,2011-08-27,cboettig,deletions,2
rfishbase,2011-09-02,cboettig,deletions,1
rfishbase,2011-09-02,cboettig,deletions,3
rfishbase,2011-09-01,cboettig,deletions,49
rfishbase,2011-10-12,cboettig,deletions,1
rfishbase,2011-08-27,cboettig,deletions,1
rfishbase,2011-10-12,cboettig,deletions,11
rfishbase,2011-11-22,cboettig,deletions,3
rfishbase,2012-03-31,cboettig,deletions,27
rfishbase,2011-09-01,cboettig,deletions,32
rfishbase,2011-09-02,cboettig,deletions,0
rfishbase,2013-02-13,cboettig,deletions,1
rfishbase,2011-10-21,cboettig,deletions,6
rfishbase,2012-04-02,cboettig,deletions,26
rfishbase,2011-10-24,cboettig,deletions,38
rfishbase,2012-04-18,cboettig,deletions,0
rfishbase,2012-04-19,cboettig,deletions,36
rfishbase,2011-08-27,cboettig,deletions,8
rfishbase,2012-03-27,cboettig,deletions,0
rfishbase,2012-04-09,cboettig,deletions,212
rfishbase,2012-12-07,cboettig,deletions,102
rfishbase,2011-11-22,cboettig,deletions,0
rfishbase,2012-04-23,cboettig,deletions,144
rfishbase,2012-05-14,cboettig,deletions,4
rfishbase,2012-04-02,cboettig,deletions,174
rfishbase,2011-10-21,cboettig,deletions,249
rfishbase,2012-04-03,cboettig,deletions,333
rfishbase,2012-01-22,cboettig,deletions,0
rfishbase,2012-04-16,cboettig,deletions,59
rfishbase,2011-10-10,cboettig,deletions,18
rfishbase,2011-12-13,cboettig,deletions,36
treeBASE,2012-06-26,cboettig,additions,18
treeBASE,2012-10-12,cboettig,additions,1007
treeBASE,2012-03-20,cboettig,additions,0
treeBASE,2011-05-17,cboettig,additions,77
treeBASE,2012-02-28,cboettig,additions,38
treeBASE,2012-05-12,cboettig,additions,5
treeBASE,2011-05-09,cboettig,additions,90
treeBASE,2012-03-03,cboettig,additions,6
treeBASE,2012-02-13,cboettig,additions,1
treeBASE,2012-04-21,cboettig,additions,986
treeBASE,2012-03-20,cboettig,additions,0
treeBASE,2012-05-11,cboettig,additions,93
treeBASE,2012-05-14,cboettig,additions,8894
treeBASE,2012-03-03,cboettig,additions,29
treeBASE,2012-02-21,cboettig,additions,23
treeBASE,2012-04-06,cboettig,additions,66
treeBASE,2012-05-24,cboettig,additions,66
treeBASE,2011-05-11,cboettig,additions,21
treeBASE,2012-02-13,cboettig,additions,26
treeBASE,2012-02-24,cboettig,additions,0
treeBASE,2012-01-10,cboettig,additions,16
treeBASE,2011-06-05,cboettig,additions,53
treeBASE,2012-02-22,cboettig,additions,32
treeBASE,2012-05-14,cboettig,additions,0
treeBASE,2012-02-28,cboettig,additions,5
treeBASE,2012-08-04,cboettig,additions,405
treeBASE,2012-02-21,cboettig,additions,23
treeBASE,2012-05-12,cboettig,additions,130
treeBASE,2012-05-11,cboettig,additions,292
treeBASE,2012-08-08,cboettig,additions,131
treeBASE,2012-02-22,cboettig,additions,2
treeBASE,2012-06-26,cboettig,additions,22
treeBASE,2011-12-27,SChamberlain,additions,1
treeBASE,2012-06-26,cboettig,additions,6
treeBASE,2011-08-26,cboettig,additions,1
treeBASE,2012-01-10,cboettig,additions,210
treeBASE,2011-11-22,cboettig,additions,115
treeBASE,2011-10-24,cboettig,additions,3
treeBASE,2011-12-13,cboettig,additions,105
treeBASE,2012-06-25,cboettig,additions,358
treeBASE,2011-05-10,cboettig,additions,3
treeBASE,2011-05-12,cboettig,additions,24
treeBASE,2011-08-27,cboettig,additions,20
treeBASE,2012-03-20,cboettig,additions,0
treeBASE,2012-02-13,cboettig,additions,1
treeBASE,2012-02-24,cboettig,additions,34
treeBASE,2012-05-31,cboettig,additions,12
treeBASE,2012-01-10,cboettig,additions,1
treeBASE,2012-06-26,cboettig,additions,350
treeBASE,2012-05-12,cboettig,additions,3
treeBASE,2011-05-31,cboettig,additions,69
treeBASE,2012-02-25,cboettig,additions,63
treeBASE,2012-01-10,cboettig,additions,774
treeBASE,2011-08-26,cboettig,additions,17
treeBASE,2012-05-12,cboettig,additions,325
treeBASE,2012-05-28,cboettig,additions,207
treeBASE,2012-05-30,cboettig,additions,7
treeBASE,2011-05-12,cboettig,additions,332
treeBASE,2012-03-21,cboettig,additions,2
treeBASE,2012-05-30,cboettig,additions,326
treeBASE,2011-10-24,cboettig,additions,52
treeBASE,2012-05-12,cboettig,additions,11
treeBASE,2012-02-21,cboettig,additions,1
treeBASE,2012-05-14,cboettig,additions,138
treeBASE,2012-06-26,cboettig,additions,33
treeBASE,2012-02-13,cboettig,additions,43
treeBASE,2012-01-10,cboettig,additions,1
treeBASE,2012-01-10,cboettig,additions,8
treeBASE,2012-04-06,cboettig,additions,13
treeBASE,2011-12-13,cboettig,additions,126
treeBASE,2012-08-03,cboettig,additions,2
treeBASE,2012-02-28,cboettig,additions,93
treeBASE,2011-09-05,SChamberlain,additions,2
treeBASE,2011-05-11,cboettig,additions,8
treeBASE,2012-06-25,cboettig,additions,43
treeBASE,2012-04-21,cboettig,additions,468
treeBASE,2011-05-12,cboettig,additions,3
treeBASE,2012-03-21,cboettig,additions,734
treeBASE,2011-05-12,cboettig,additions,75
treeBASE,2012-03-07,cboettig,additions,37
treeBASE,2012-03-06,cboettig,additions,104
treeBASE,2011-05-12,duncantl,additions,3
treeBASE,2012-05-22,cboettig,additions,96
treeBASE,2011-11-22,cboettig,additions,4
treeBASE,2012-02-21,cboettig,additions,14
treeBASE,2012-01-10,cboettig,additions,2214
treeBASE,2012-04-21,cboettig,additions,712
treeBASE,2012-03-20,cboettig,additions,1250
treeBASE,2011-10-24,cboettig,additions,359
treeBASE,2012-05-31,cboettig,additions,10
treeBASE,2011-05-10,cboettig,additions,9
treeBASE,2012-04-26,cboettig,additions,300
treeBASE,2011-11-22,cboettig,additions,115
treeBASE,2012-04-25,cboettig,additions,31
treeBASE,2012-05-12,cboettig,additions,973
treeBASE,2012-02-24,cboettig,additions,2
treeBASE,2012-05-12,cboettig,additions,11
treeBASE,2012-05-14,cboettig,additions,2
treeBASE,2012-03-08,cboettig,additions,3
treeBASE,2011-11-14,cboettig,additions,1
treeBASE,2012-05-14,cboettig,additions,77
treeBASE,2012-05-12,cboettig,additions,898
treeBASE,2012-02-21,cboettig,additions,225
treeBASE,2012-03-30,cboettig,additions,4
treeBASE,2012-05-12,cboettig,additions,1
treeBASE,2011-10-24,cboettig,additions,5
treeBASE,2012-01-10,cboettig,additions,28
treeBASE,2011-05-11,cboettig,additions,36
treeBASE,2011-10-08,cboettig,additions,28
treeBASE,2012-05-14,cboettig,additions,41
treeBASE,2011-10-24,cboettig,additions,4
treeBASE,2012-04-26,cboettig,additions,1841
treeBASE,2012-05-14,cboettig,additions,6
treeBASE,2012-04-06,cboettig,additions,62
treeBASE,2011-10-05,cboettig,additions,6
treeBASE,2012-03-06,cboettig,additions,30
treeBASE,2011-05-12,cboettig,additions,2
treeBASE,2012-02-27,cboettig,additions,2
treeBASE,2012-06-25,cboettig,additions,57
treeBASE,2012-01-04,cboettig,additions,104
treeBASE,2012-03-03,cboettig,additions,5
treeBASE,2012-05-14,cboettig,additions,14
treeBASE,2012-04-27,cboettig,additions,15
treeBASE,2011-05-12,cboettig,additions,69
treeBASE,2012-02-13,cboettig,additions,53
treeBASE,2012-02-24,cboettig,additions,97
treeBASE,2012-04-25,cboettig,additions,1384
treeBASE,2012-05-30,cboettig,additions,2
treeBASE,2011-05-12,cboettig,additions,25
treeBASE,2012-01-10,cboettig,additions,47
treeBASE,2012-02-28,cboettig,additions,11
treeBASE,2012-05-29,cboettig,additions,155
treeBASE,2011-11-15,cboettig,additions,74
treeBASE,2011-12-13,cboettig,additions,80
treeBASE,2012-01-05,cboettig,additions,153
treeBASE,2012-06-20,cboettig,additions,18
treeBASE,2012-05-29,cboettig,additions,243
treeBASE,2011-05-11,cboettig,additions,59
treeBASE,2011-10-24,cboettig,additions,0
treeBASE,2011-05-12,cboettig,additions,6
treeBASE,2012-05-28,cboettig,additions,60
treeBASE,2012-02-13,cboettig,additions,24
treeBASE,2011-05-06,cboettig,additions,1
treeBASE,2011-11-15,cboettig,additions,40
treeBASE,2012-05-12,cboettig,additions,0
treeBASE,2011-09-05,SChamberlain,additions,70
treeBASE,2012-03-02,cboettig,additions,1
treeBASE,2011-05-04,cboettig,additions,2016
treeBASE,2012-02-21,cboettig,additions,2
treeBASE,2012-01-10,cboettig,additions,774
treeBASE,2011-11-22,cboettig,additions,4
treeBASE,2012-03-02,cboettig,additions,139
treeBASE,2012-03-08,cboettig,additions,29
treeBASE,2012-05-31,cboettig,additions,6
treeBASE,2012-01-10,cboettig,additions,0
treeBASE,2012-02-21,cboettig,additions,31
treeBASE,2012-01-10,cboettig,additions,5
treeBASE,2011-05-11,cboettig,additions,9
treeBASE,2012-04-27,cboettig,additions,45
treeBASE,2012-01-10,cboettig,additions,399
treeBASE,2011-05-09,cboettig,additions,24
treeBASE,2012-03-20,cboettig,additions,1415
treeBASE,2012-04-20,cboettig,additions,634
treeBASE,2012-03-20,cboettig,additions,201
treeBASE,2012-02-21,cboettig,additions,117
treeBASE,2012-05-12,cboettig,additions,17
treeBASE,2012-05-29,cboettig,additions,1
treeBASE,2012-02-21,cboettig,additions,31
treeBASE,2012-05-31,cboettig,additions,7
treeBASE,2012-02-27,cboettig,additions,37
treeBASE,2012-02-13,cboettig,additions,0
treeBASE,2012-05-14,cboettig,additions,58
treeBASE,2012-06-26,cboettig,deletions,36
treeBASE,2012-10-12,cboettig,deletions,86
treeBASE,2012-03-20,cboettig,deletions,29
treeBASE,2011-05-17,cboettig,deletions,17
treeBASE,2012-02-28,cboettig,deletions,17
treeBASE,2012-05-12,cboettig,deletions,8
treeBASE,2011-05-09,cboettig,deletions,25
treeBASE,2012-03-03,cboettig,deletions,6
treeBASE,2012-02-13,cboettig,deletions,1
treeBASE,2012-04-21,cboettig,deletions,1421
treeBASE,2012-03-20,cboettig,deletions,0
treeBASE,2012-05-11,cboettig,deletions,0
treeBASE,2012-05-14,cboettig,deletions,2671
treeBASE,2012-03-03,cboettig,deletions,0
treeBASE,2012-02-21,cboettig,deletions,6
treeBASE,2012-04-06,cboettig,deletions,47
treeBASE,2012-05-24,cboettig,deletions,15
treeBASE,2011-05-11,cboettig,deletions,2
treeBASE,2012-02-13,cboettig,deletions,21
treeBASE,2012-02-24,cboettig,deletions,0
treeBASE,2012-01-10,cboettig,deletions,8
treeBASE,2011-06-05,cboettig,deletions,0
treeBASE,2012-02-22,cboettig,deletions,19
treeBASE,2012-05-14,cboettig,deletions,0
treeBASE,2012-02-28,cboettig,deletions,9
treeBASE,2012-08-04,cboettig,deletions,448
treeBASE,2012-02-21,cboettig,deletions,6
treeBASE,2012-05-12,cboettig,deletions,147
treeBASE,2012-05-11,cboettig,deletions,273
treeBASE,2012-08-08,cboettig,deletions,144
treeBASE,2012-02-22,cboettig,deletions,2
treeBASE,2012-06-26,cboettig,deletions,136
treeBASE,2011-12-27,SChamberlain,deletions,0
treeBASE,2012-06-26,cboettig,deletions,57
treeBASE,2011-08-26,cboettig,deletions,1
treeBASE,2012-01-10,cboettig,deletions,114
treeBASE,2011-11-22,cboettig,deletions,9
treeBASE,2011-10-24,cboettig,deletions,2
treeBASE,2011-12-13,cboettig,deletions,34
treeBASE,2012-06-25,cboettig,deletions,272
treeBASE,2011-05-10,cboettig,deletions,3
treeBASE,2011-05-12,cboettig,deletions,4
treeBASE,2011-08-27,cboettig,deletions,8
treeBASE,2012-03-20,cboettig,deletions,0
treeBASE,2012-02-13,cboettig,deletions,1
treeBASE,2012-02-24,cboettig,deletions,21
treeBASE,2012-05-31,cboettig,deletions,12
treeBASE,2012-01-10,cboettig,deletions,1
treeBASE,2012-06-26,cboettig,deletions,0
treeBASE,2012-05-12,cboettig,deletions,11
treeBASE,2011-05-31,cboettig,deletions,29
treeBASE,2012-02-25,cboettig,deletions,38
treeBASE,2012-01-10,cboettig,deletions,0
treeBASE,2011-08-26,cboettig,deletions,13
treeBASE,2012-05-12,cboettig,deletions,481
treeBASE,2012-05-28,cboettig,deletions,142
treeBASE,2012-05-30,cboettig,deletions,0
treeBASE,2011-05-12,cboettig,deletions,0
treeBASE,2012-03-21,cboettig,deletions,1
treeBASE,2012-05-30,cboettig,deletions,333
treeBASE,2011-10-24,cboettig,deletions,1831
treeBASE,2012-05-12,cboettig,deletions,71
treeBASE,2012-02-21,cboettig,deletions,1
treeBASE,2012-05-14,cboettig,deletions,6
treeBASE,2012-06-26,cboettig,deletions,28
treeBASE,2012-02-13,cboettig,deletions,7
treeBASE,2012-01-10,cboettig,deletions,0
treeBASE,2012-01-10,cboettig,deletions,12
treeBASE,2012-04-06,cboettig,deletions,16
treeBASE,2011-12-13,cboettig,deletions,44
treeBASE,2012-08-03,cboettig,deletions,8
treeBASE,2012-02-28,cboettig,deletions,80
treeBASE,2011-09-05,SChamberlain,deletions,2
treeBASE,2011-05-11,cboettig,deletions,4
treeBASE,2012-06-25,cboettig,deletions,71
treeBASE,2012-04-21,cboettig,deletions,44
treeBASE,2011-05-12,cboettig,deletions,2
treeBASE,2012-03-21,cboettig,deletions,0
treeBASE,2011-05-12,cboettig,deletions,12
treeBASE,2012-03-07,cboettig,deletions,12
treeBASE,2012-03-06,cboettig,deletions,37
treeBASE,2011-05-12,duncantl,deletions,2
treeBASE,2012-05-22,cboettig,deletions,35
treeBASE,2011-11-22,cboettig,deletions,1
treeBASE,2012-02-21,cboettig,deletions,0
treeBASE,2012-01-10,cboettig,deletions,163
treeBASE,2012-04-21,cboettig,deletions,1
treeBASE,2012-03-20,cboettig,deletions,0
treeBASE,2011-10-24,cboettig,deletions,304
treeBASE,2012-05-31,cboettig,deletions,15
treeBASE,2011-05-10,cboettig,deletions,5
treeBASE,2012-04-26,cboettig,deletions,930
treeBASE,2011-11-22,cboettig,deletions,56
treeBASE,2012-04-25,cboettig,deletions,36
treeBASE,2012-05-12,cboettig,deletions,1285
treeBASE,2012-02-24,cboettig,deletions,13
treeBASE,2012-05-12,cboettig,deletions,13
treeBASE,2012-05-14,cboettig,deletions,0
treeBASE,2012-03-08,cboettig,deletions,3
treeBASE,2011-11-14,cboettig,deletions,1
treeBASE,2012-05-14,cboettig,deletions,58
treeBASE,2012-05-12,cboettig,deletions,784
treeBASE,2012-02-21,cboettig,deletions,187
treeBASE,2012-03-30,cboettig,deletions,4
treeBASE,2012-05-12,cboettig,deletions,316
treeBASE,2011-10-24,cboettig,deletions,5
treeBASE,2012-01-10,cboettig,deletions,11
treeBASE,2011-05-11,cboettig,deletions,6
treeBASE,2011-10-08,cboettig,deletions,20
treeBASE,2012-05-14,cboettig,deletions,3
treeBASE,2011-10-24,cboettig,deletions,0
treeBASE,2012-04-26,cboettig,deletions,399
treeBASE,2012-05-14,cboettig,deletions,6
treeBASE,2012-04-06,cboettig,deletions,43
treeBASE,2011-10-05,cboettig,deletions,5
treeBASE,2012-03-06,cboettig,deletions,31
treeBASE,2011-05-12,cboettig,deletions,2
treeBASE,2012-02-27,cboettig,deletions,2
treeBASE,2012-06-25,cboettig,deletions,54
treeBASE,2012-01-04,cboettig,deletions,14
treeBASE,2012-03-03,cboettig,deletions,5
treeBASE,2012-05-14,cboettig,deletions,0
treeBASE,2012-04-27,cboettig,deletions,22
treeBASE,2011-05-12,cboettig,deletions,90
treeBASE,2012-02-13,cboettig,deletions,2665
treeBASE,2012-02-24,cboettig,deletions,56
treeBASE,2012-04-25,cboettig,deletions,691
treeBASE,2012-05-30,cboettig,deletions,2
treeBASE,2011-05-12,cboettig,deletions,9
treeBASE,2012-01-10,cboettig,deletions,0
treeBASE,2012-02-28,cboettig,deletions,7
treeBASE,2012-05-29,cboettig,deletions,131
